등록번호,상호,소재지,대표자,사무소전화번호,상태,데이터기준일자
11710-2021-00213,한라공인중개사사무소,서울특별시 송파구 오금로11길 14 4층(방이동),박현민,02-2135-9989,영업중,2024-08-12
11710-2021-00218,주식회사대종부동산중개법인,서울특별시 송파구 중대로12길 31 1층(가락동),김연희,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2021-00219,아트공인중개사사무소,서울특별시 송파구 가락로11길 8 1층(석촌동),박성진,02-6405-1123,영업중,2024-08-12
11710-2021-00220,중앙공인중개사사무소,서울특별시 송파구 백제고분로21길 8 1층(삼전동),송해성,02-409-6000,영업중,2024-08-12
11710-2021-00221,돈산공인중개사사무소,"서울특별시 송파구 법원로11길 7 149호(문정동, 문정현대지식산업센터1-2)",오두섭,02-3400-0251,영업중,2024-08-12
11710-2021-00224,MDB공인중개사사무소,서울특별시 송파구 오금로11길 33 6층호(방이동),이용철,02-417-3163,영업중,2024-08-12
11710-2021-00225,금영공인중개사사무소,"서울특별시 송파구 새말로 62 상가116호(문정동, 송파푸르지오시티)",윤기용,02-409-0700,영업중,2024-08-12
11710-2021-00226,당신의공인중개사사무소,서울특별시 송파구 가락로 34 1층(석촌동),김동혁,02-412-4258,영업중,2024-08-12
11710-2021-00227,가락래미안부동산중개,"서울특별시 송파구 동남로 227 상가동 103호(가락동, 래미안파크팰리스)",김석기,02-431-5000,영업중,2024-08-12
11710-2021-00229,㈜이지스부동산중개법인,서울특별시 송파구 백제고분로18길 33 101호(잠실동),이해솔,02-423-0466,영업중,2024-08-12
11710-2021-00230,뉴신세계공인중개사사무소,서울특별시 송파구 마천로 190 102호(오금동),성화영,02-408-9800,영업중,2024-08-12
11710-2021-00233,오스카빌딩부동산중개,서울특별시 송파구 중대로 220 2층(가락동),김동욱,02-2213-1995,영업중,2024-08-12
11710-2021-00234,다복공인중개사사무소,서울특별시 송파구 마천로33길 7 1층(마천동),김동현,02-404-1122,영업중,2024-08-12
11710-2021-00236,247공인중개사사무소,서울특별시 송파구 백제고분로31길 30 1층(삼전동),이세찬,02-421-0247,영업중,2024-08-12
11710-2021-00239,한별공인중개사사무소,서울특별시 송파구 송파대로24길 5-19 1층(가락동),박민진,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2021-00242,훼미리부동산중개법인(주),"서울특별시 송파구 중대로 24 상가(1)동 1층116호(문정동, 올림픽훼밀리타운아파트)",김현화,02-406-3344,영업중,2024-08-12
11710-2021-00245,한결공인중개사사무소,서울특별시 송파구 송이로23길 44 1층(가락동),한정원,02-449-5900,영업중,2024-08-12
11710-2021-00246,예스공인중개사사무소,서울특별시 송파구 법원로 92 103호(문정동),황영현,02-404-5200,영업중,2024-08-12
11710-2021-00247,부동산중개컨설팅광장,"서울특별시 송파구 송파대로 167 A동 A310호(문정동, 문정역테라타워)",황지원,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2021-00250,위례황금부동산공인중개사사무소,"서울특별시 송파구 위례광장로 121 상가동 103호(장지동, 위례24단지)",강승훈,02-403-5367,영업중,2024-08-12
11710-2021-00251,리슈빌공인중개사사무소,"서울특별시 송파구 위례송파로 124 212동 115호(거여동, 송파위례리슈빌)",정해영,02-404-1588,영업중,2024-08-12
11710-2021-00252,송파리치공인중개사사무소,"서울특별시 송파구 오금로 126 106호(송파동, 레이크해모로)",조현찬,02-425-2300,영업중,2024-08-12
11710-2021-00253,미래공인중개사사무소,서울특별시 송파구 백제고분로28길 38 2층(삼전동),서성민,등록된 사무소 전화번호 없음,휴업,2024-08-12
11710-2021-00254,태평양공인중개사사무소,서울특별시 송파구 양재대로 1158 102호(오금동),이정기,02-407-8944,영업중,2024-08-12
11710-2021-00255,송파별부동산공인중개사사무소,서울특별시 송파구 위례광장로 199 110-1호(장지동),김현희,02-409-5222,영업중,2024-08-12
11710-2021-00256,위례태양공인중개사사무소,"서울특별시 송파구 위례송파로 123 상가2동 B102호(거여동, 위례포레샤인17단지)",권승재,02-403-0600,영업중,2024-08-12
11710-2021-00257,탑공인중개사사무소,서울특별시 송파구 위례북로1길 72 (거여동),김영숙,02-404-8500,영업중,2024-08-12
11710-2021-00262,위례애플공인중개사사무소,"서울특별시 송파구 위례송파로 124 212동 105호(거여동, 송파위례리슈빌)",임은희,02-430-3334,영업중,2024-08-12
11710-2021-00264,두꺼비공인중개사사무소,"서울특별시 송파구 새말로 97-1 102호(문정동, 그랜빌캐슬)",이재현,02-431-0088,영업중,2024-08-12
11710-2021-00265,JK부동산공인중개사사무소,"서울특별시 송파구 위례송파로 123 상가1동 101호(거여동, 위례포레샤인17단지)",이경희,02-449-4987,영업중,2024-08-12
11710-2021-00266,조은공인중개사사무소,서울특별시 송파구 오금로 527 1층(거여동),김미량,02-402-2600,영업중,2024-08-12
11710-2021-00267,주식회사바른부동산중개법인,서울특별시 송파구 백제고분로7길 3-10 1608호(잠실동),김영일,02-556-3840,영업중,2024-08-12
11710-2021-00268,열린공인중개사사무소,서울특별시 송파구 백제고분로 206 4층(삼전동),한선이,02-417-1212,영업중,2024-08-12
11710-2021-00269,제니알잠실부동산공인중개사사무소,서울특별시 송파구 올림픽로34길 6 104호(방이동),김원주,02-424-3333,영업중,2024-08-12
11710-2021-00270,드림공인중개사사무소,서울특별시 송파구 백제고분로 509 101호(방이동),김미,02-2042-4989,영업중,2024-08-12
11710-2021-00274,태인부동산중개,"서울특별시 송파구 올림픽로 336 1303호(방이동, 대우유토피아)",박형철,02-515-5142,영업중,2024-08-12
11710-2021-00275,라보로공인중개사사무소,서울특별시 송파구 송이로 24 1층(송파동),남재우,02-1811-0767,영업중,2024-08-12
11710-2021-00278,문형수공인중개사사무소,서울특별시 송파구 법원로8길 7 104호(문정동),문형수,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2021-00279,믿음공인중개사사무소,"서울특별시 송파구 송이로15길 33 상가동 1층102호(가락동, 가락2차쌍용아파트)",박진희,02-407-0059,영업중,2024-08-12
11710-2021-00280,태주공인중개사사무소,"서울특별시 송파구 성내천로 277 103호(마천동, 산수그린빌)",김선미,02-448-9070,영업중,2024-08-12
11710-2021-00281,(주)부동산중개법인문정역,"서울특별시 송파구 충민로 66 L-B1002호(문정동, 가든파이브라이프)",송원호,02-2157-2000,영업중,2024-08-12
11710-2021-00282,성공공인중개사사무소,"서울특별시 송파구 성내천로 314 상가동 101호(마천동, 금호어울림2차아파트)",이태희,02-448-2002,영업중,2024-08-12
11710-2021-00284,선수촌공인중개사사무소,"서울특별시 송파구 올림픽로4길 17 중심상가동 1층145호, 146호(잠실동, 아시아선수촌아파트)",이정애,02-422-8800,영업중,2024-08-12
11710-2021-00286,예스부동산공인중개사사무소,서울특별시 송파구 마천로61다길 7 1층(마천동),신진숙,02-430-9955,영업중,2024-08-12
11710-2021-00287,에이스공인중개사사무소,"서울특별시 송파구 올림픽로 203 1층127호(잠실동, 중앙상가)",김경숙,02-421-9400,영업중,2024-08-12
11710-2021-00288,우성부동산중개법인(주),"서울특별시 송파구 송파대로 345 1A동 1054호(가락동, 헬리오시티)",문현경,02-425-2222,영업중,2024-08-12
11710-2021-00289,위드공인중개사사무소,"서울특별시 송파구 충민로 66 T-6012호(문정동, 가든파이브라이프)",기도화,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2021-00293,미래공인중개사사무소,"서울특별시 송파구 올림픽로35가길 11 오피스텔동 402호(신천동, 한신잠실코아)",이순영,02-2281-9234,영업중,2024-08-12
11710-2021-00294,오렌지공인중개사사무소,서울특별시 송파구 거마로 31 1층(거여동),정은혜,02-409-1198,영업중,2024-08-12
11710-2021-00297,미래복덕방공인중개사사무소,서울특별시 송파구 백제고분로31길 17 1층(삼전동),김양희,02-423-7997,영업중,2024-08-12
11710-2021-00298,황금공인중개사사무소,"서울특별시 송파구 송파대로8길 58 상가동 103호(장지동, 송파파인타운11단지)",강인식,02-443-1177,영업중,2024-08-12
11710-2021-00303,송파롯데캐슬공인중개사사무소,"서울특별시 송파구 마천로51길 25 177호 (마천동, 한보아파트상가)",최성일,02-403-1112,영업중,2024-08-12
11710-2021-00305,삼보공인중개사사무소,"서울특별시 송파구 올림픽로 203 108호 (잠실동, 중앙상가)",정기순,02-422-2626,영업중,2024-08-12
11710-2021-00306,명가공인중개사사무소,"서울특별시 송파구 위례광장로 121 상가동 108호(장지동, 위례24단지)",양인혜,02-400-1515,영업중,2024-08-12
11710-2021-00308,파란공인중개사사무소,"서울특별시 송파구 위례송파로5길 5 107호(거여동, 송파헤븐시티더테라스)",한종헌,02-431-9998,영업중,2024-08-12
11710-2021-00310,스타파크공인중개사사무소,"서울특별시 송파구 올림픽로35가길 10 108호(신천동, 잠실더샵스타파크)",이영란,02-423-1114,영업중,2024-08-12
11710-2021-00311,삼성공인중개사사무소,"서울특별시 송파구 오금로24길 13 1층9호,1층10호(송파동, 미성상가)",이형승,02-414-6361,영업중,2024-08-12
11710-2021-00313,태진부동산중개법인주식회사,"서울특별시 송파구 새말로 62 상가103호(문정동, 송파푸르지오시티)",박형숙,02-431-4321,영업중,2024-08-12
11710-2022-00003,형제공인중개사사무소,"서울특별시 송파구 송파대로32길 15 상가동 122호(가락동, 가락금호아파트)",김태영,02-407-1700,영업중,2024-08-12
11710-2022-00004,가온공인중개사사무소,"서울특별시 송파구 법원로 114 C동 C-213호(문정동, 엠스테이트)",김영준,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00006,가온공인중개사사무소,"서울특별시 송파구 오금로24길 13 1층13호(송파동, 미성상가)",김아름,02-421-0088,영업중,2024-08-12
11710-2022-00007,까치공인중개사사무소,서울특별시 송파구 백제고분로22길 10 1층(삼전동),이용욱,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00009,베스트공인중개사사무소,"서울특별시 송파구 가락로 270 101호(방이동, 우정팰리스)",왕희경,02-415-8942,영업중,2024-08-12
11710-2022-00010,더리치컨설팅부동산중개법인(주),서울특별시 송파구 백제고분로 220 4층(삼전동),홍그린,02-420-2021,영업중,2024-08-12
11710-2022-00011,일송공인중개사사무소,"서울특별시 송파구 석촌호수로 135 상가A동 104호(잠실동, 레이크팰리스)",정근기,02-2203-8945,영업중,2024-08-12
11710-2022-00012,미래공인중개사사무소,서울특별시 송파구 송이로27길 7-16 101호(가락동),김영제,02-401-2929,영업중,2024-08-12
11710-2022-00013,헬리오타운공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1072호(가락동, 헬리오시티)",정성언,02-402-1212,영업중,2024-08-12
11710-2022-00017,하나부동산공인중개사사무소,"서울특별시 송파구 석촌호수로 61 상가동 162호(잠실동, 트리지움)",남현지,02-418-8700,영업중,2024-08-12
11710-2022-00018,우리공인중개사사무소,서울특별시 송파구 올림픽로32길 56 1층(방이동),오현석,02-2203-7788,영업중,2024-08-12
11710-2022-00021,유한회사에이에프부동산중개법인,서울특별시 송파구 가락로31길 35 101호(송파동),김윤수,02-6959-2310,영업중,2024-08-12
11710-2022-00021-001,유한회사에이에프부동산중개법인,서울특별시 서초구 강남대로 541 3층 (반포동),박영환,02-6959-7320,영업중,2024-08-12
11710-2022-00022,북위례현대공인중개사사무소,서울특별시 송파구 마천로 327 1층(마천동),오윤희,02-401-0074,영업중,2024-08-12
11710-2022-00025,스타공인중개사사무소,서울특별시 송파구 올림픽로51길 9 1층(풍납동),이경만,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00028,윤공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1062호(가락동, 헬리오시티)",윤태호,02-400-9230,영업중,2024-08-12
11710-2022-00030,썬리얼티가운데부동산중개유한회사,"서울특별시 송파구 법원로 114 C동 C-213호(문정동, 엠스테이트)",박효충,02-464-1033,영업중,2024-08-12
11710-2022-00033,수아주공인중개사사무소,"서울특별시 송파구 위례송파로5길 18 102호 (거여동, 수아주 오피스텔)",김광민,02-3402-3316,영업중,2024-08-12
11710-2022-00034,청구공인중개사사무소,서울특별시 송파구 송파대로37길 4 1층(석촌동),정미선,02-431-0246,영업중,2024-08-12
11710-2022-00035,정공인중개사사무소,서울특별시 송파구 가락로5길 31-11 101호(석촌동),정용선,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00036,바른부동산중개,서울특별시 송파구 백제고분로39길 27 1층(석촌동),최주아,02-422-5551,영업중,2024-08-12
11710-2022-00039,제이로드부동산중개,서울특별시 송파구 백제고분로7길 42-13 2층(잠실동),조원광,02-6951-0714,영업중,2024-08-12
11710-2022-00041,올림픽파크포레온공인중개사사무소,"서울특별시 송파구 양재대로 1218 지상가동 1층103호(방이동, 올림픽선수기자촌아파트)",이무관,02-403-1022,영업중,2024-08-12
11710-2022-00042,이지공인중개사사무소,"서울특별시 송파구 오금로11길 33 6층호(방이동, 신동아타워)",권도형,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00044,빌딩랜드공인중개사사무소,"서울특별시 송파구 올림픽로 289 비101-8호(신천동, 잠실시그마타워)",정혜진,02-421-1888,휴업,2024-08-12
11710-2022-00045,미스터홈즈부동산중개송파문정센터,"서울특별시 송파구 송파대로 145 124호(문정동, 문정오벨리스크)",안소라,02-430-0900,영업중,2024-08-12
11710-2022-00047,마당공인중개사사무소,서울특별시 송파구 올림픽로12길 21 1층(잠실동),안희,02-419-3335,영업중,2024-08-12
11710-2022-00049,라온공인중개사사무소,"서울특별시 송파구 백제고분로11길 5 101호 (잠실동, 엘하임)",김도균,02-422-4327,영업중,2024-08-12
11710-2022-00050,베스트공인중개사사무소,서울특별시 송파구 동남로 189 26동 107호(가락동),하지경,02-431-5885,영업중,2024-08-12
11710-2022-00051,행운공인중개사사무소,서울특별시 송파구 동남로6길 29 1층(문정동),황미영,02-407-3333,영업중,2024-08-12
11710-2022-00052,굿모닝엘스공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A08호(잠실동, 잠실파인애플상가)",조청기,02-420-1818,영업중,2024-08-12
11710-2022-00053,세움공인중개사사무소,서울특별시 송파구 석촌호수로 108 1층(잠실동),유수현,02-415-9993,영업중,2024-08-12
11710-2022-00054,코스모스공인중개사사무소,"서울특별시 송파구 올림픽로 119 1A84,85호 (잠실동,잠실파인애플상가)",노승준,02-424-4424,영업중,2024-08-12
11710-2022-00055,단지내명인공인중개사사무소,"서울특별시 송파구 거마로 56 상가동 1-21호(거여동,송파시그니처롯데캐슬)",전영아,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00057,그린공인중개사사무소,"서울특별시 송파구 법원로 55 상가 B-101호(문정동, 송파아이파크)",이철재,02-402-0555,영업중,2024-08-12
11710-2022-00058,키움공인중개사사무소,서울특별시 송파구 마천로 339-1 1층(마천동),고기호,02-400-0849,영업중,2024-08-12
11710-2022-00059,리센츠우리공인중개사사무소,"서울특별시 송파구 올림픽로 145 1A57호(잠실동,리센츠)",오동기,02-409-5600,영업중,2024-08-12
11710-2022-00061,두산위브(단지내)공인중개사사무소,서울특별시 송파구 마천로30길 12 1층(오금동),정현미,02-400-7878,영업중,2024-08-12
11710-2022-00062,플러스공인중개사사무소,서울특별시 송파구 풍성로 69 1층(풍납동),성영락,02-472-0010,영업중,2024-08-12
11710-2022-00063,단지내롯데캐슬공인중개사사무소,"서울특별시 송파구 거마로 56 상가동 1-13호(거여동,송파시그니처롯데캐슬)",김선화,02-400-3309,영업중,2024-08-12
11710-2022-00064,행복공인중개사사무소,"서울특별시 송파구 거마로 56 상가동 1-13호(거여동, 송파시그니처롯데캐슬)",홍선희,02-402-3337,영업중,2024-08-12
11710-2022-00066,호반써밋공인중개사사무소,"서울특별시 송파구 위례송파로 40 1225동 105호 (거여동, 송파레이크파크호반써밋Ⅰ)",김지웅,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00067,더홈공인중개사사무소,서울특별시 송파구 잠실역상가 18 (신천동),강혜련,02-422-6138,영업중,2024-08-12
11710-2022-00068,명품호반공인중개사사무소,"서울특별시 송파구 위례송파로 40 1225동 111호(거여동,송파레이크파크호반써밋Ⅰ)",김지영,02-468-4989,영업중,2024-08-12
11710-2022-00070,은하공인중개사사무소,"서울특별시 송파구 법원로11길 11 B-215호(문정동, 문정현대지식산업센터1-1)",박향영,070-4219-3045,영업중,2024-08-12
11710-2022-00072,건영그린공인중개사사무소,"서울특별시 송파구 새말로8길 14 상가동 108호(문정동, 건영아파트)",김경숙,02-407-4070,영업중,2024-08-12
11710-2022-00073,황금공인중개사사무소,서울특별시 송파구 백제고분로41길 21 1층 (송파동),김진영,02-2203-4989,영업중,2024-08-12
11710-2022-00074,명성공인중개사사무소,"서울특별시 송파구 위례송파로 80 , 1427동 107호 (거여동, 송파레이크파크호반써밋Ⅱ)",강상우,02-3012-7474,영업중,2024-08-12
11710-2022-00076,미성공인중개사사무소,서울특별시 송파구 가락로28길 15 1층(송파동),김창신,02-418-8080,영업중,2024-08-12
11710-2022-00079,하우스앤부동산공인중개사사무소,"서울특별시 송파구 법원로 128 C120호(문정동, 문정에스케이브이원지엘메트로시티)",강민규,02-2088-5333,영업중,2024-08-12
11710-2022-00080,더리더스공인중개사사무소,서울특별시 송파구 백제고분로34길 19 102호 (석촌동),강효선,02-416-5556,영업중,2024-08-12
11710-2022-00081,스타공인중개사사무소,"서울특별시 송파구 올림픽로35가길 10 상가113호 (신천동, 잠실더샵스타파크)",조재후,02-425-5999,영업중,2024-08-12
11710-2022-00082,송파홈런공인중개사사무소,"서울특별시 송파구 문정로 83 상가동 132호(문정동, 문정래미안아파트)",김남일,02-400-7009,영업중,2024-08-12
11710-2022-00083,저스트공인중개사사무소,"서울특별시 송파구 법원로 128 B111호 (문정동, 문정에스케이브이원지엘메트로시티)",한아름,02-448-0113,영업중,2024-08-12
11710-2022-00084,탑부동산공인중개사사무소,서울특별시 송파구 오금로21길 3 101호 (방이동),김미현,02-422-0049,영업중,2024-08-12
11710-2022-00086,박사공인중개사사무소,서울특별시 송파구 바람드리길 62 1층 (풍납동),이종진,02-482-2525,영업중,2024-08-12
11710-2022-00088,일등공인중개사사무소,서울특별시 송파구 가락로 245 1층 (방이동),김보경,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00089,미스터홈즈부동산중개송파거여센터,"서울특별시 송파구 거마로 29 102동 3호 (거여동, 인투파크거여2단지)",홍희정,02-431-0290,영업중,2024-08-12
11710-2022-00091,넘버원(414-9400)공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1069호 (가락동, 헬리오시티)",남미숙,02-414-9400,영업중,2024-08-12
11710-2022-00092,바를정공인중개사사무소,"서울특별시 송파구 위례송파로 80 1427동 104호 (거여동, 송파레이크파크호반써밋Ⅱ)",박승권,02-403-5280,영업중,2024-08-12
11710-2022-00094,시티공인중개사사무소,서울특별시 송파구 삼전로 82 1층 (삼전동),안종혁,02-422-0100,영업중,2024-08-12
11710-2022-00095,㈜뉴태영부동산중개,서울특별시 송파구 오금로11길 7 5층 (방이동),정호철,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00097,라인공인중개사사무소,"서울특별시 송파구 법원로8길 13 108호 (문정동, 문정헤리움써밋타워)",김종호,02-402-1919,영업중,2024-08-12
11710-2022-00098,구구공인중개사사무소,"서울특별시 송파구 석촌호수로 61 상가동 141호(잠실동, 트리지움)",김성태,02-420-9999,영업중,2024-08-12
11710-2022-00099,중앙공인중개사사무소,서울특별시 송파구 마천로51가길 2 1층(마천동),김정숙,02-427-0002,영업중,2024-08-12
11710-2022-00100,명성공인중개사사무소,서울특별시 송파구 동남로18길 41 1층 (가락동),송은영,02-430-4400,영업중,2024-08-12
11710-2022-00101,스마일공인중개사사무소,서울특별시 송파구 백제고분로21길 36 1층 (삼전동),엄석현,02-425-2626,영업중,2024-08-12
11710-2022-00102,대림공인중개사사무소,서울특별시 송파구 문정로4길 10-30 1층 (문정동),강선우,02-404-3577,영업중,2024-08-12
11710-2022-00103,신세계공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1C16호 (잠실동, 리센츠)",김준영,02-2203-0505,영업중,2024-08-12
11710-2022-00106,정상부동산공인중개사사무소,"서울특별시 송파구 위례송파로 80 1427동 113호 (거여동, 송파레이크파크호반써밋Ⅱ)",이미현,02-400-4999,영업중,2024-08-12
11710-2022-00107,홈스퀘어부동산중개법인주식회사,"서울특별시 송파구 송파대로 201 A동 G129-1호 (문정동, 송파테라타워2)",박경희,1800-8716,영업중,2024-08-12
11710-2022-00109,월드(02-408-9600)공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1007호 (가락동, 헬리오시티)",홍영수,02-408-9600,영업중,2024-08-12
11710-2022-00110,옥토공인중개사사무소,서울특별시 송파구 백제고분로50길 17 1층 (방이동),김세홍,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00111,지산퀸공인중개사사무소,"서울특별시 송파구 송파대로 167 B동 133호(문정동, 문정역테라타워)",황혜민,02-408-5511,영업중,2024-08-12
11710-2022-00113,강남공인중개사사무소,서울특별시 송파구 동남로 329 1층 (오금동),이용욱,02-408-7877,영업중,2024-08-12
11710-2022-00114,동서공인중개사사무소,"서울특별시 송파구 올림픽로 212 114b호(잠실동, 갤러리아팰리스)",최관철,02-412-9100,영업중,2024-08-12
11710-2022-00115,신한공인중개사사무소,서울특별시 송파구 삼학사로12길 14 1층(석촌동),박진우,02-420-6420,영업중,2024-08-12
11710-2022-00116,미래공인중개사사무소,서울특별시 송파구 중대로9길 30 1층(가락동),전만도,02-402-1300,영업중,2024-08-12
11710-2022-00117,월드공인중개사사무소,서울특별시 송파구 거마로9길 6-1 1층(거여동),이용실,02-400-8811,영업중,2024-08-12
11710-2022-00118,국민공인중개사사무소,서울특별시 송파구 백제고분로46길 29 1층(송파동),손민식,02-420-0047,영업중,2024-08-12
11710-2022-00119,대흥공인중개사사무소,서울특별시 송파구 성내천로 254 1층(마천동),홍서하,02-406-8836,영업중,2024-08-12
11710-2022-00121,신세계공인중개사사무소,"서울특별시 송파구 위례송파로 80 1427동 105호(거여동, 송파레이크파크호반써밋Ⅱ)",송남숙,02-431-0047,영업중,2024-08-12
11710-2022-00122,위례광장부동산공인중개사사무소,"서울특별시 송파구 위례광장로 120 상가동 152호 (장지동, 위례중앙푸르지오1단지)",서민수,02-408-4040,영업중,2024-08-12
11710-2022-00123,리치공인중개사사무소,서울특별시 송파구 중대로12길 4 1층(가락동),박용주,02-403-7800,영업중,2024-08-12
11710-2022-00124,아인공인중개사사무소,서울특별시 송파구 백제고분로18길 4 3층(잠실동),황범노,02-448-7377,영업중,2024-08-12
11710-2022-00125,내마음공인중개사사무소,서울특별시 송파구 백제고분로 328 101호(석촌동),김경로,02-424-0775,영업중,2024-08-12
11710-2022-00126,잠실롯데공인중개사사무소,"서울특별시 송파구 올림픽로 145 상가동 1C08호(잠실동, 리센츠)",오규성,02-416-9696,영업중,2024-08-12
11710-2022-00127,크로바(407-8880)공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1090호,1091호(가락동, 헬리오시티)",박정민,02-407-8880,영업중,2024-08-12
11710-2022-00129,케이공인중개사사무소,서울특별시 송파구 마천로 389 2층(마천동),구학림,02-408-8955,영업중,2024-08-12
11710-2022-00130,밤톨공인중개사사무소,"서울특별시 송파구 오금로11길 37 308호(방이동, 대명벨리온)",이정훈,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00132,퀸즈공인중개사사무소,"서울특별시 송파구 위례송파로 124 212동 114호(거여동, 송파위례리슈빌)",임재연,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00133,JS파크리오공인중개사사무소,"서울특별시 송파구 올림픽로37길 130 상가A동 153호(신천동, 파크리오)",송영호,02-418-2114,영업중,2024-08-12
11710-2022-00134,마더공인중개사사무소,"서울특별시 송파구 송파대로 201 A동 G129-1호(문정동, 송파테라타워2)",김성현,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00135,위례24시공인중개사사무소,"서울특별시 송파구 위례광장로 121 상가동 109호(장지동, 위례24단지)",문수광,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00136,한마음공인중개사사무소,서울특별시 송파구 성내천로33길 6 1층(마천동),홍승표,02-416-8999,휴업,2024-08-12
11710-2022-00137,신광공인중개사사무소,서울특별시 송파구 백제고분로19길 16 101호(잠실동),문지영,02-415-6262,영업중,2024-08-12
11710-2022-00138,스마트공인중개사사무소,"서울특별시 송파구 위례광장로 121 상가동 109호(장지동, 위례24단지)",박선관,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00139,잠실누리부동산공인중개사사무소,서울특별시 송파구 올림픽로12길 43 1층(잠실동),박재은,02-422-2070,영업중,2024-08-12
11710-2022-00140,힐스송파공인중개사사무소,"서울특별시 송파구 위례광장로 170 상가에이동 A118호(장지동, 힐스테이트송파위례)",원주석,02-400-1888,영업중,2024-08-12
11710-2022-00143,롯데공인중개사사무소,서울특별시 송파구 마천로 301 1층(마천동),이미자,02-403-7744,영업중,2024-08-12
11710-2022-00144,골드공인중개사사무소,"서울특별시 송파구 올림픽로 119 1B13호(잠실동, 잠실파인애플상가)",신영임,02-416-8866,영업중,2024-08-12
11710-2022-00146,주식회사부동산중개법인다올,서울특별시 송파구 오금로 170 3층(송파동),임동갑,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00147,송파한양공인중개사사무소,서울특별시 송파구 백제고분로46길 19-1 1층(송파동),권귀순,02-424-0450,영업중,2024-08-12
11710-2022-00148,DH현대공인중개사사무소,서울특별시 송파구 성내천로 286 1층(마천동),김은례,02-431-8844,영업중,2024-08-12
11710-2022-00149,OK파인탑단지내공인중개사사무소,"서울특별시 송파구 오금로32길 31 근린생활시설동 115호(송파동, 래미안송파파인탑)",이계숙,02-414-1159,영업중,2024-08-12
11710-2022-00152,송파리치공인중개사사무소,서울특별시 송파구 새말로 99 1층(문정동),임장빈,02-2157-8888,영업중,2024-08-12
11710-2022-00153,(송파헬리오)강남공인중개사사무소,서울특별시 송파구 가락로6길 3 1층(석촌동),이효성,02-419-9600,영업중,2024-08-12
11710-2022-00154,하비오엘림공인중개사사무소,"서울특별시 송파구 송파대로 111 하비오길동 중앙로108동108호(문정동, 파크하비오)",이다현,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00155,우리동네부동산공인중개사사무소,서울특별시 송파구 성내천로 290-1 1층(마천동),주영미,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00158,올림픽LG공인중개사사무소,"서울특별시 송파구 중대로 24 상가(1)동 1층127호(문정동, 올림픽훼미리타운아파트)",김민재,02-430-9900,영업중,2024-08-12
11710-2022-00160,청혜공인중개사사무소,"서울특별시 송파구 송파대로 167 B동 143호(문정동, 문정역테라타워)",김계화,02-449-2500,영업중,2024-08-12
11710-2022-00162,광개토부동산중개법인(주),"서울특별시 송파구 올림픽로 289 비101-8호(신천동, 잠실시그마타워)",정운재,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2022-00163,마음공인중개사사무소,서울특별시 송파구 오금로17길 20 1층(방이동),박태영,02-423-7942,영업중,2024-08-12
11710-2022-00164,엘루이공인중개사사무소,서울특별시 송파구 올림픽로30길 9 205호(방이동),곽태근,02-421-4988,영업중,2024-08-12
11710-2022-00166,스마트공인중개사사무소,서울특별시 송파구 성내천로 272 1층(마천동),고용석,02-400-7333,영업중,2024-08-12
11710-2022-00167,세븐공인중개사사무소,"서울특별시 송파구 새말로 62 상가108호(문정동, 송파푸르지오시티)",김현아,02-3401-3200,영업중,2024-08-12
11710-2022-00169,이음공인중개사사무소,서울특별시 송파구 동남로13길 50 1층(가락동),장현주,02-407-3700,영업중,2024-08-12
